Unnamed: 0,Ticker,Name,Last,SectorCode,IndCode,Price,MktCap,Vol3MAvg,Pr52W%Chg,Pr4W%Chg,Pr4WRel%ChgInd,Pr4WRel%Chg,Yield,PEExclXorPTM,PEG,PERelative,ProjPECurFY,ProjPENextFY,Pr2BookQ,Pr2NetFrCashFlTTM,Pr2SalesTTM
149,CODA:USA 3M 1Y 3YCODA:USA3M1Y3Y Customize...,Coda Octopus Group Inc,4.89,INDUSTRIAL,MACHINE,4.89,53.1,0.39,-48.36,-2.98,-0.2,3.08,0.0,19.91,,4.4,15.77,9.23,1.34,9.24,2.57
150,CODI:USA 3M 1Y 3YCODI:USA3M1Y3Y Customize...,Compass Diversified Holdings,23.2,FINANCIAL,INVESTSVCE,23.2,1611.24,7.42,-8.45,5.6,5.55,11.66,4.31,,,,12.13,10.28,1.94,,0.82
151,CODX:USA 3M 1Y 3YCODX:USA3M1Y3Y Customize...,Co-Diagnostic Inc,5.15,HEALTHCARE,HCAREDIAGNOSTICS,5.15,175.02,7.52,-37.12,3.62,-1.97,9.68,0.0,4.81,0.46,,8.01,8.31,1.21,5.01,1.78
152,COF:USA 3M 1Y 3YCOF:USA3M1Y3Y Customize...,Capital One Financial Corp.,107.26,FINANCIAL,FINSPECIAL,107.26,42795.42,59.26,-30.75,-5.36,-6.04,0.7,2.24,10.33,0.17,-0.57,5.33,5.56,0.78,5.52,1.34
153,COHR:USA 3M 1Y 3YCOHR:USA3M1Y3Y Customize...,Coherent Inc,261.53,INDUSTRIAL,MACHINE,261.53,6480.45,5.48,-0.36,-0.71,-0.2,5.35,0.0,,,,31.3,26.36,6.98,55.56,4.23
154,COHU:USA 3M 1Y 3YCOHU:USA3M1Y3Y Customize...,Cohu Inc,25.77,TECH,SEMIEQUIPSVCE,25.77,1263.37,6.56,-24.21,-8.97,-3.45,-2.91,0.0,54.22,0.45,,9.19,8.6,1.44,14.46,1.49
155,COKE:USA 3M 1Y 3YCOKE:USA3M1Y3Y Customize...,Coca Cola Consolidated Inc,496.16,NONCYCLICAL,FOODDRINKMFR,496.16,4650.85,0.9,21.98,0.84,3.06,6.89,0.2,13.84,,1.41,13.53,12.74,7.06,18.83,1.0
156,COLB:USA 3M 1Y 3YCOLB:USA3M1Y3Y Customize...,Columbia Banking System Inc,27.62,FINANCIAL,BANKSUSA,27.62,2172.15,18.47,-31.21,-2.4,4.64,3.66,4.34,16.21,,-1.17,9.33,7.96,0.91,17.66,3.3
157,COLD:USA 3M 1Y 3YCOLD:USA3M1Y3Y Customize...,Americold Realty Trust Inc,27.95,FINANCIAL,REIT,27.95,7509.4,42.91,-26.37,11.13,-1.94,17.19,3.15,,,,,740.67,1.9,68.35,2.7
158,COLL:USA 3M 1Y 3YCOLL:USA3M1Y3Y Customize...,Collegium Pharmaceutical Inc,15.83,HEALTHCARE,BIOPHARMAOTHER,15.83,537.0,7.55,-30.11,-0.94,-1.84,5.12,0.0,18.88,,,2.71,2.17,2.72,9.51,1.95
159,COLM:USA 3M 1Y 3YCOLM:USA3M1Y3Y Customize...,Columbia Sportswear Co,71.38,CYCLICALS,APPARELPRODUCTS,71.38,4493.23,8.48,-28.54,-3.34,1.66,2.72,1.68,44.18,1.4,-2.24,12.08,10.8,2.53,48.28,1.41
160,COMM:USA 3M 1Y 3YCOMM:USA3M1Y3Y Customize...,CommScope Holding Co Inc,6.99,TECH,COMMEQUIP,6.99,1447.29,86.88,-66.08,2.49,0.96,8.55,0.0,,0.15,,4.55,3.23,,20.34,0.16
161,CONN:USA 3M 1Y 3YCONN:USA3M1Y3Y Customize...,Conn's Inc,8.35,CYCLICALS,ELECTRONICSENTRETAIL,8.35,198.62,13.87,-67.86,-34.71,0.06,-28.65,0.0,9.2,0.65,0.61,12.34,4.49,0.38,2.27,0.13
162,COO:USA 3M 1Y 3YCOO:USA3M1Y3Y Customize...,Cooper Cos Inc (The),304.94,HEALTHCARE,MEDDEVICESOTHER,304.94,15003.05,6.93,-21.7,-9.96,-3.2,-3.9,0.02,8.06,2.77,9.24,23.23,20.51,2.16,31.31,4.83
163,COOP:USA 3M 1Y 3YCOOP:USA3M1Y3Y Customize...,MR Cooper Group Inc,37.72,FINANCIAL,BANKSMORTG,37.72,2787.73,19.73,12.93,-13.35,1.36,-7.29,0.0,3.17,,1.29,13.7,5.82,0.73,1.62,1.01
164,COP:USA 3M 1Y 3YCOP:USA3M1Y3Y Customize...,Conocophillips,93.74,ENERGY,FOSSILFUEL,93.74,121247.96,162.26,55.07,-10.39,2.26,-4.33,3.24,,0.33,,6.26,7.2,2.49,12.16,2.26
165,CORR:USA 3M 1Y 3YCORR:USA3M1Y3Y Customize...,CorEnergy Infrastructure Trust Inc,2.57,FINANCIAL,REIT,2.57,38.45,1.06,-59.91,-0.39,-1.94,5.67,7.78,,,,,,3.65,9.24,0.28
166,CORT:USA 3M 1Y 3YCORT:USA3M1Y3Y Customize...,Corcept Therapeutics Inc,20.7,HEALTHCARE,BIOPHARMASYS,20.7,2198.77,19.29,-9.92,2.22,2.32,8.28,0.0,25.32,,12.31,22.96,19.53,5.84,13.27,6.26
167,COST:USA 3M 1Y 3YCOST:USA3M1Y3Y Customize...,Costco Wholesale Corp,446.69,NONCYCLICAL,GENMERCH,446.69,197896.62,62.01,15.48,5.62,0.27,11.68,0.81,36.09,2.42,38.87,34.22,31.03,9.95,73.58,0.91
168,COTY:USA 3M 1Y 3YCOTY:USA3M1Y3Y Customize...,Coty Inc,7.04,NONCYCLICAL,PERSONALCAREPRODUCT,7.04,5907.97,187.58,-18.8,10.17,0.36,16.23,0.0,,2.1,,25.81,21.13,1.67,9.59,1.16
169,COUP:USA 3M 1Y 3YCOUP:USA3M1Y3Y Customize...,Coupa Software Inc,53.49,TECH,SOFTW,53.49,4040.72,47.81,-77.78,-25.43,-1.68,-19.37,0.0,,7.31,,210.86,95.32,11.96,23.58,5.33
170,COWN:USA 3M 1Y 3YCOWN:USA3M1Y3Y Customize...,Cowen Inc,23.07,FINANCIAL,INVESTSVCE,23.07,637.08,9.51,-41.45,-0.35,5.55,5.71,2.08,3.52,,2.23,4.56,3.52,0.71,,0.42
171,CP:USA 3M 1Y 3YCP:USA3M1Y3Y Customize...,Canadian Pacific Railway Ltd,67.45,INDUSTRIAL,TRAINTRUCK,67.45,62721.75,53.71,-12.2,-1.78,-2.27,4.28,0.87,24.75,2.48,52.54,23.5,19.16,2.31,45.93,10.01
172,CPB:USA 3M 1Y 3YCPB:USA3M1Y3Y Customize...,Campbell Soup Co,45.39,NONCYCLICAL,FOODDRINKMFR,45.39,13617.0,52.86,-0.35,-1.45,3.06,4.61,3.26,17.4,8.08,5.1,16.04,15.76,4.04,25.43,1.62
173,CPE:USA 3M 1Y 3YCPE:USA3M1Y3Y Customize...,Callon Petroleum Co/DE,46.03,ENERGY,FOSSILFUEL,46.03,2830.56,42.45,-14.47,-3.76,2.26,2.3,0.0,,0.18,16.65,2.75,2.57,1.49,,1.16
174,CPF:USA 3M 1Y 3YCPF:USA3M1Y3Y Customize...,Central Pacific Financial Corp.,21.65,FINANCIAL,BANKSUSA,21.65,597.21,3.81,-19.99,-6.56,4.64,-0.5,4.8,16.44,,-2.33,9.17,8.79,1.24,11.34,2.31
175,CPG:USA 3M 1Y 3YCPG:USA3M1Y3Y Customize...,Crescent Point Energy Corp,7.86,ENERGY,FOSSILFUEL,7.86,4501.03,241.8,71.24,3.42,2.26,9.48,2.55,,,,2.66,4.3,0.88,7.19,1.76
176,CPIX:USA 3M 1Y 3YCPIX:USA3M1Y3Y Customize...,Cumberland Pharmaceuticals Inc,1.94,HEALTHCARE,BIOPHARMAOTHER,1.94,28.58,0.68,-38.41,-14.91,-1.84,-8.85,0.0,,,,,,0.69,6.9,0.78
177,CPK:USA 3M 1Y 3YCPK:USA3M1Y3Y Customize...,Chesapeake Utilities Corp.,119.0,UTIL,ENERGYUTIL,119.0,2108.61,1.33,-0.52,-7.64,-1.39,-1.58,1.8,26.53,2.61,40.0,23.28,21.36,2.62,,3.5
178,CPLP:USA 3M 1Y 3YCPLP:USA3M1Y3Y Customize...,Capital Product Partners LP,15.32,ENERGY,OILGASSUPPORT,15.32,297.13,2.29,19.59,1.32,-2.54,7.38,3.92,7.11,,0.18,3.3,3.23,0.54,,1.35
179,CPRI:USA 3M 1Y 3YCPRI:USA3M1Y3Y Customize...,Capri Holdings Ltd,45.0,CYCLICALS,APPARELPRODUCTS,45.0,6426.28,50.33,-15.64,5.51,1.66,11.57,0.0,,0.48,17.18,6.54,6.01,2.62,11.72,1.18
180,CPRX:USA 3M 1Y 3YCPRX:USA3M1Y3Y Customize...,Catalyst Pharmaceutical Inc,6.45,HEALTHCARE,BIOPHARMASYS,6.45,664.07,23.84,11.21,-6.79,2.32,-0.73,0.0,7.16,,,9.57,8.02,3.19,10.81,4.58
181,CPS:USA 3M 1Y 3YCPS:USA3M1Y3Y Customize...,Cooper-Standard Holdings Inc,4.43,CYCLICALS,VEHICLE,4.43,75.58,11.49,-84.96,-7.52,-2.89,-1.46,0.0,,,,,10.07,0.28,,0.03
182,CPT:USA 3M 1Y 3YCPT:USA3M1Y3Y Customize...,Camden Property Trust,128.58,FINANCIAL,REIT,128.58,14495.47,28.92,-5.06,-6.83,-1.94,-0.77,2.92,107.27,3.29,15.34,56.54,50.02,3.24,,11.37
183,CQP:USA 3M 1Y 3YCQP:USA3M1Y3Y Customize...,Cheniere Energy Partners LP,45.27,ENERGY,MIDSTREAMENERGY,45.27,21910.68,3.93,6.02,-10.66,-5.26,-4.6,6.85,20.23,,4.66,12.7,11.03,,52.29,2.06
184,CR:USA 3M 1Y 3YCR:USA3M1Y3Y Customize...,Crane Holdings Co,84.24,INDUSTRIAL,MACHINE,84.24,4743.21,6.35,-6.71,-7.78,-0.2,-1.72,2.23,25.56,1.04,-0.74,11.06,9.98,2.83,21.1,1.52
185,CRBP:USA 3M 1Y 3YCRBP:USA3M1Y3Y Customize...,Corbus Pharmaceuticals Holdings Inc,0.3,HEALTHCARE,BIOPHARMANONSYS,0.3,37.6,31.67,-84.84,-13.66,1.99,-7.6,0.0,,,,,,0.61,,160.76
186,CRH:USA 3M 1Y 3YCRH:USA3M1Y3Y Customize...,CRH PLC,35.64,MATERIALS,MATCONSTR,35.64,27457.76,14.42,-29.8,-9.36,-0.97,-3.3,3.32,33.76,3.29,-2.39,10.85,9.76,1.38,15.43,0.89
187,CRI:USA 3M 1Y 3YCRI:USA3M1Y3Y Customize...,Carter's Inc.,69.77,CYCLICALS,APPARELPRODUCTS,69.77,2829.59,14.64,-32.28,-11.13,1.66,-5.07,4.3,17.83,1.1,-2.87,7.93,7.31,3.08,141.78,0.81
188,CRK:USA 3M 1Y 3YCRK:USA3M1Y3Y Customize...,Comstock Resources Inc,15.09,ENERGY,FOSSILFUEL,15.09,3514.76,82.33,134.68,-3.08,2.26,2.98,0.0,,,,4.84,3.74,3.9,17.9,1.72
189,CRL:USA 3M 1Y 3YCRL:USA3M1Y3Y Customize...,Charles River Laboratories International Inc,204.13,HEALTHCARE,HCAREOUTSOURCE,204.13,10369.8,11.46,-43.39,-11.93,1.4,-5.87,0.0,45.09,1.11,-0.08,17.63,15.34,4.01,25.43,2.89
190,CRM:USA 3M 1Y 3YCRM:USA3M1Y3Y Customize...,SALESFORCE INC,163.26,TECH,SOFTW,163.26,162280.43,168.66,-33.22,4.92,-1.68,10.98,0.0,49.07,2.2,0.95,34.31,27.95,2.78,25.1,5.85
191,CRMT:USA 3M 1Y 3YCRMT:USA3M1Y3Y Customize...,America's Car-Mart Inc,94.44,CYCLICALS,AUTORETAIL,94.44,601.77,2.13,-33.52,17.8,-2.11,23.86,0.0,9.68,,15.04,7.74,8.15,1.34,,0.52
192,CROX:USA 3M 1Y 3YCROX:USA3M1Y3Y Customize...,Crocs Inc,47.21,CYCLICALS,APPARELPRODUCTS,47.21,2908.14,35.25,-56.06,-13.03,1.66,-6.97,0.0,17.26,,,4.48,3.94,8.23,6.64,1.14
193,CRS:USA 3M 1Y 3YCRS:USA3M1Y3Y Customize...,Carpenter Technology Corp,29.59,MATERIALS,METAL,29.59,1428.54,7.85,-27.01,-13.98,-3.1,-7.92,2.7,,,,,16.05,1.07,,0.85
194,CRSP:USA 3M 1Y 3YCRSP:USA3M1Y3Y Customize...,CRISPR Therapeutics AG,70.0,HEALTHCARE,BIOPHARMAOTHER,70.0,5417.05,30.48,-46.0,23.92,-1.84,29.98,0.0,,,,,,2.4,13.02,5.9
195,CRTO:USA 3M 1Y 3YCRTO:USA3M1Y3Y Customize...,Criteo SA,24.58,BIZSVCE,MKTINGPRINTING,24.58,1619.95,6.58,-35.86,-6.47,0.34,-0.41,0.0,34.88,0.92,16.11,8.02,7.54,1.34,9.02,0.7
196,CRTX:USA 3M 1Y 3YCRTX:USA3M1Y3Y Customize...,Cortexyme Inc,2.48,HEALTHCARE,BIOPHARMASYS,2.48,74.77,9.12,-95.58,-24.85,2.32,-18.79,0.0,,,,,,0.7,,
197,CRUS:USA 3M 1Y 3YCRUS:USA3M1Y3Y Customize...,Cirrus Logic Inc.,70.88,TECH,SEMIMFR,70.88,4011.52,8.95,-9.78,-10.71,-2.15,-4.65,0.0,20.73,1.53,2.31,13.01,11.41,2.6,44.67,2.33
198,CRVL:USA 3M 1Y 3YCRVL:USA3M1Y3Y Customize...,CorVel Corp.,135.9,HEALTHCARE,HCARESUPPORT,135.9,2387.64,0.76,7.39,-9.06,0.07,-3.0,0.0,48.84,,37.73,,,11.5,62.31,3.78
199,CS:USA 3M 1Y 3YCS:USA3M1Y3Y Customize...,Credit Suisse Group,5.89,FINANCIAL,INVESTSVCE,5.89,15055.45,312.16,-42.59,-12.74,5.55,-6.68,1.75,24.57,,,10.84,6.2,0.32,1.09,0.6
200,CSBR:USA 3M 1Y 3YCSBR:USA3M1Y3Y Customize...,Champions Oncology Inc,7.57,HEALTHCARE,HCAREOUTSOURCE,7.57,102.33,0.09,-12.18,4.41,1.4,10.47,0.0,,2.19,,68.82,30.69,11.79,71.28,2.33
201,CSCO:USA 3M 1Y 3YCSCO:USA3M1Y3Y Customize...,Cisco Systems Inc,43.39,TECH,COMMEQUIP,43.39,180025.11,508.54,-18.41,4.0,0.96,10.06,3.5,21.95,1.78,0.23,12.95,12.25,4.48,24.67,3.51
202,CSGP:USA 3M 1Y 3YCSGP:USA3M1Y3Y Customize...,CoStar Group Inc,56.06,TECH,INTERNET,56.06,22192.7,43.07,-37.78,-1.32,-3.11,4.74,0.0,146.32,,11.04,54.9,43.69,3.81,46.43,11.04
203,CSGS:USA 3M 1Y 3YCSGS:USA3M1Y3Y Customize...,CSG Systems International Inc.,55.99,TELECOM,TELECOMOTHER,55.99,1823.03,4.64,21.19,-3.35,-0.97,2.71,1.89,25.42,1.93,81.28,15.62,14.66,4.34,23.45,1.68
204,CSII:USA 3M 1Y 3YCSII:USA3M1Y3Y Customize...,Cardiovascular Systems Inc,13.74,HEALTHCARE,MEDDEVICESOTHER,13.74,560.37,6.86,-67.54,-6.78,-3.2,-0.72,0.0,,,,,,2.13,,2.21
205,CSIQ:USA 3M 1Y 3YCSIQ:USA3M1Y3Y Customize...,Canadian Solar Inc,30.63,INDUSTRIAL,ELECTREQUIP,30.63,1961.01,19.02,-20.11,6.5,-0.89,12.56,0.0,38.95,0.82,42.53,10.43,8.29,1.09,,0.36
206,CSL:USA 3M 1Y 3YCSL:USA3M1Y3Y Customize...,Carlisle Cos Inc,234.56,MATERIALS,MATCONSTR,234.56,12103.3,7.31,27.67,-5.53,-0.97,0.53,0.92,34.12,0.46,37.6,13.63,12.8,4.63,85.69,2.31
207,CSTE:USA 3M 1Y 3YCSTE:USA3M1Y3Y Customize...,Caesarstone Ltd,9.24,CYCLICALS,APPLIANCESFURN,9.24,318.53,2.93,-39.09,4.88,-2.74,10.94,0.0,31.31,,15.33,9.78,7.28,0.64,,0.48
208,CSTM:USA 3M 1Y 3YCSTM:USA3M1Y3Y Customize...,Constellium SE,13.66,MATERIALS,METAL,13.66,1935.31,18.74,-29.66,-13.54,-3.1,-7.48,0.0,31.96,,,6.02,6.81,3.43,23.75,0.26
209,CSTR:USA 3M 1Y 3YCSTR:USA3M1Y3Y Customize...,CapStar Financial Holdings Inc,19.47,FINANCIAL,BANKSUSA,19.47,432.14,0.92,-8.12,-0.15,4.64,5.91,2.05,12.07,,0.47,10.21,9.28,1.17,,3.11
210,CSV:USA 3M 1Y 3YCSV:USA3M1Y3Y Customize...,Carriage Services Inc,35.64,NONCYCLICAL,HOUSESVCE,35.64,530.65,2.58,-4.71,-7.43,3.09,-1.37,1.26,19.96,,11.26,9.83,8.97,4.86,14.97,1.54
211,CSWC:USA 3M 1Y 3YCSWC:USA3M1Y3Y Customize...,Capital Southwest Corp,18.12,FINANCIAL,INVESTSVCE,18.12,452.25,3.96,-29.0,-18.27,5.55,-12.21,14.74,10.15,,12.93,9.1,8.15,1.07,,5.05
212,CSX:USA 3M 1Y 3YCSX:USA3M1Y3Y Customize...,CSX Corp,28.93,INDUSTRIAL,TRAINTRUCK,28.93,62901.34,339.34,-9.41,-6.5,-2.27,-0.44,1.38,28.85,1.6,37.72,15.82,14.7,4.81,25.32,4.83
213,CTAS:USA 3M 1Y 3YCTAS:USA3M1Y3Y Customize...,Cintas Corp,347.35,BIZSVCE,BIZSUPPORT,347.35,35574.19,11.16,-4.26,-3.19,0.43,2.87,1.09,38.4,2.69,49.85,30.51,28.13,11.14,41.81,4.82
214,CTBI:USA 3M 1Y 3YCTBI:USA3M1Y3Y Customize...,Community Trust Bancorp Inc,39.51,FINANCIAL,BANKSUSA,39.51,706.6,1.07,-4.01,-1.08,4.64,4.98,4.05,10.36,,3.13,9.01,9.34,1.08,16.73,2.99
215,CTEK:USA 3M 1Y 3YCTEK:USA3M1Y3Y Customize...,Cynergistek Inc,1.19,HEALTHCARE,HCARESUPPORT,1.19,15.78,6.44,-39.59,101.69,0.07,107.75,0.0,,,,,,0.68,,0.94
216,CTG:USA 3M 1Y 3YCTG:USA3M1Y3Y Customize...,Computer Task Group Inc,8.77,TECH,TECHCONSULTSVCE,8.77,135.22,0.57,-8.65,3.42,-2.94,9.48,0.0,17.5,0.63,-0.03,12.62,10.14,1.38,15.54,0.34
217,CTIC:USA 3M 1Y 3YCTIC:USA3M1Y3Y Customize...,CTI BioPharma Corp,6.13,HEALTHCARE,BIOPHARMASYS,6.13,616.79,86.55,170.04,25.87,2.32,31.93,0.0,,,,,613.0,,,266.66
218,CTMX:USA 3M 1Y 3YCTMX:USA3M1Y3Y Customize...,CytomX Therapeutics Inc,1.6,HEALTHCARE,BIOPHARMANONSYS,1.6,104.64,21.39,-77.3,-5.33,1.99,0.73,0.0,,,,,,1.53,,1.48
219,CTO:USA 3M 1Y 3YCTO:USA3M1Y3Y Customize...,CTO Realty Growth Inc,58.1,FINANCIAL,REIT,58.1,349.27,0.78,9.25,-7.82,-1.94,-1.76,7.71,2.5,,58.15,,49.03,0.8,,4.72
220,CTRA:USA 3M 1Y 3YCTRA:USA3M1Y3Y Customize...,Coterra Energy Inc,26.54,ENERGY,FOSSILFUEL,26.54,21410.85,223.96,66.6,-12.75,2.26,-6.7,2.26,24.46,0.17,4.91,5.71,6.88,1.84,34.46,4.36
221,CTS:USA 3M 1Y 3YCTS:USA3M1Y3Y Customize...,CTS Corp,33.96,CYCLICALS,VEHICLE,33.96,1090.9,2.74,-5.35,-10.4,-2.89,-4.34,0.47,24.7,0.82,,14.21,13.25,2.29,16.97,2.06
222,CTSO:USA 3M 1Y 3YCTSO:USA3M1Y3Y Customize...,Cytosorbents Corp,1.88,HEALTHCARE,MEDDEVICESOTHER,1.88,81.79,4.93,-75.93,-16.81,-3.2,-10.75,0.0,,,,,,1.48,,1.98
223,CTT:USA 3M 1Y 3YCTT:USA3M1Y3Y Customize...,CatchMark Timber Trust Inc,10.27,FINANCIAL,REIT,10.27,505.78,9.58,-13.33,27.1,-1.94,33.16,2.92,,,,,,2.5,30.14,4.91
224,CTVA:USA 3M 1Y 3YCTVA:USA3M1Y3Y Customize...,Corteva Inc,53.22,MATERIALS,CHEMSPECIAL,53.22,38601.53,96.81,22.6,-9.8,-4.23,-3.74,1.05,34.98,1.17,,21.1,17.81,1.51,41.83,2.42
225,CTXS:USA 3M 1Y 3YCTXS:USA3M1Y3Y Customize...,Citrix Systems Inc,94.94,TECH,SOFTW,94.94,11958.74,24.62,-18.2,-4.54,-1.68,1.52,0.0,36.82,,14.4,,,18.25,24.05,3.71
226,CUBE:USA 3M 1Y 3YCUBE:USA3M1Y3Y Customize...,CubeSmart,40.0,FINANCIAL,REIT,40.0,8977.34,34.67,-15.27,-1.77,-1.94,4.29,4.3,49.06,4.97,29.34,40.34,32.39,3.17,43.23,10.35
227,CUE:USA 3M 1Y 3YCUE:USA3M1Y3Y Customize...,Cue Biopharma Inc,2.91,HEALTHCARE,BIOPHARMANONSYS,2.91,99.45,8.71,-76.55,-13.91,1.99,-7.85,0.0,,,,,,1.47,,6.6
228,CULP:USA 3M 1Y 3YCULP:USA3M1Y3Y Customize...,Culp Inc.,5.06,NONCYCLICAL,PRODHOUSEIND,5.06,61.82,0.95,-70.85,-8.0,-2.9,-1.94,9.09,,,7.02,,12.49,0.49,,0.19
229,CURO:USA 3M 1Y 3YCURO:USA3M1Y3Y Customize...,CURO Group Holdings Corp,5.85,FINANCIAL,FINSPECIAL,5.85,236.04,2.75,-65.73,-33.14,-6.04,-27.08,7.52,10.39,,25.99,31.45,3.3,1.58,0.98,0.27
230,CUZ:USA 3M 1Y 3YCUZ:USA3M1Y3Y Customize...,Cousins Properties Incorporated,29.62,FINANCIAL,REIT,29.62,4406.38,15.92,-22.18,-11.92,-1.94,-5.86,4.32,58.57,,-1.2,36.59,31.54,0.97,,5.87
231,CVCO:USA 3M 1Y 3YCVCO:USA3M1Y3Y Customize...,Cavco Industries Inc,187.75,CYCLICALS,HOMEBUILDMANUF,187.75,1699.23,1.25,-14.14,-16.95,-10.22,-10.89,0.0,26.84,0.39,-15.4,8.87,8.13,2.09,13.82,1.07
232,CVE:USA 3M 1Y 3YCVE:USA3M1Y3Y Customize...,Cenovus Energy Inc,19.03,ENERGY,FOSSILFUEL,19.03,37710.9,236.33,89.92,-9.9,2.26,-3.84,1.7,,,,5.97,5.71,2.01,12.1,0.91
233,CVEO:USA 3M 1Y 3YCVEO:USA3M1Y3Y Customize...,Civeo Corp,26.63,CONSUMERSVCE,HOSPITALITY,26.63,377.76,0.78,51.65,0.38,-0.05,6.44,0.0,488.76,7.2,,49.31,27.04,1.23,6.26,0.6
234,CVGI:USA 3M 1Y 3YCVGI:USA3M1Y3Y Customize...,Commercial Vehicle Group Inc,5.5,INDUSTRIAL,TRANSPORTEQUIP,5.5,167.16,3.96,-50.27,-14.2,-1.25,-8.14,0.0,,0.24,6.5,5.91,3.96,1.34,,0.19
235,CVI:USA 3M 1Y 3YCVI:USA3M1Y3Y Customize...,CVR Energy Inc,34.01,ENERGY,DOWNSTREAMENERGY,34.01,3419.05,16.69,81.58,6.68,0.13,12.74,4.7,,,17.56,8.76,14.48,5.31,23.57,0.42
236,CVLT:USA 3M 1Y 3YCVLT:USA3M1Y3Y Customize...,CommVault Systems Inc,60.49,TECH,SOFTW,60.49,2692.47,4.58,-23.66,3.33,-1.68,9.39,0.0,,3.04,,21.27,18.71,10.84,16.06,3.6
237,CVNA:USA 3M 1Y 3YCVNA:USA3M1Y3Y Customize...,Carvana Co,24.27,CYCLICALS,AUTORETAIL,24.27,2185.8,219.54,-91.79,-26.19,-2.11,-20.13,0.0,,,,,,27.33,,0.16
238,CVS:USA 3M 1Y 3YCVS:USA3M1Y3Y Customize...,CVS Health Corp,88.66,HEALTHCARE,HCARESUPPORT,88.66,115789.96,114.52,5.52,-4.81,0.07,1.25,2.48,15.29,1.7,32.57,10.62,9.89,1.59,8.72,0.39
239,CVUA:USA 3M 1Y 3YCVUA:USA3M1Y3Y Customize...,CPI Aerostructures Inc,1.64,INDUSTRIAL,AERODEF,1.64,20.17,1.22,-49.69,-29.61,0.14,-23.55,0.0,,,,,,,62.96,0.2
240,CVX:USA 3M 1Y 3YCVX:USA3M1Y3Y Customize...,Chevron Corp,148.38,ENERGY,OILGASINTEG,148.38,291539.03,231.17,39.92,-11.08,-1.68,-5.02,3.83,,1.78,-1.32,8.81,9.87,1.97,19.46,1.62
241,CW:USA 3M 1Y 3YCW:USA3M1Y3Y Customize...,Curtiss-Wright Corp,125.45,INDUSTRIAL,AERODEF,125.45,4826.28,4.93,1.69,-10.35,0.14,-4.29,0.61,26.31,,49.58,15.31,14.22,2.62,22.27,1.97
242,CWCO:USA 3M 1Y 3YCWCO:USA3M1Y3Y Customize...,Consolidated Water Co. Ltd,13.12,UTIL,WATER,13.12,200.55,1.76,7.54,1.39,0.06,7.45,2.59,99.75,2.26,7.78,19.58,16.82,1.28,59.45,2.92
243,CWH:USA 3M 1Y 3YCWH:USA3M1Y3Y Customize...,Camping World Holdings Inc,22.81,CYCLICALS,AUTORETAIL,22.81,950.91,30.35,-39.91,-15.55,-2.11,-9.49,10.96,9.2,,,4.76,5.25,7.87,,0.14
244,CWK:USA 3M 1Y 3YCWK:USA3M1Y3Y Customize...,Cushman & Wakefield Ltd,14.77,FINANCIAL,REALESTATESVCE,14.77,3329.83,20.02,-17.72,-18.31,-3.09,-12.25,0.0,,,,5.76,5.35,2.2,9.73,0.35
245,CWT:USA 3M 1Y 3YCWT:USA3M1Y3Y Customize...,California Water Service Group,49.83,UTIL,WATER,49.83,2679.51,6.1,-12.5,-8.4,0.06,-2.34,2.01,25.53,4.0,11.55,27.27,24.95,2.3,,3.28
246,CX:USA 3M 1Y 3YCX:USA3M1Y3Y Customize...,Cemex SAB de CV,3.46,MATERIALS,MATCONSTR,3.46,5012.77,163.76,-55.24,-21.36,-0.97,-15.3,0.0,,0.58,5.7,6.4,5.63,0.5,102.93,0.33
247,CXW:USA 3M 1Y 3YCXW:USA3M1Y3Y Customize...,CoreCivic Inc,10.86,FINANCIAL,REIT,10.86,1320.42,23.4,-6.62,-10.25,-1.94,-4.19,0.0,,,59.73,14.94,11.87,0.95,7.19,0.71
248,CYAD:USA 3M 1Y 3YCYAD:USA3M1Y3Y Customize...,Celyad Oncology SA,1.82,HEALTHCARE,BIOPHARMANONSYS,1.82,41.12,0.12,-66.23,-5.45,1.99,0.61,0.0,,,,,,1.01,,
249,CYBE:USA 3M 1Y 3YCYBE:USA3M1Y3Y Customize...,CyberOptics Corp,36.95,TECH,ELECTRONICMFR,36.95,273.53,1.47,7.88,-13.87,10.59,-7.81,0.0,32.38,0.74,2.69,18.85,15.4,3.38,37.14,2.82
250,CYBR:USA 3M 1Y 3YCYBR:USA3M1Y3Y Customize...,CyberArk Software Ltd,125.63,TECH,SOFTW,125.63,5035.93,8.74,-7.63,-2.13,-1.68,3.93,0.0,,,,,,7.54,87.81,9.75
251,CYD:USA 3M 1Y 3YCYD:USA3M1Y3Y Customize...,China Yuchai International Ltd,9.54,INDUSTRIAL,TRANSPORTEQUIP,9.54,389.79,0.52,-45.92,-6.19,-1.25,-0.14,17.82,8.04,,67.13,,,0.28,,0.12
252,CYDY:USA 3M 1Y 3YCYDY:USA3M1Y3Y Customize...,CytoDyn Inc,0.36,HEALTHCARE,BIOPHARMASYS,0.36,256.78,49.62,-80.43,11.98,2.32,18.03,0.0,,,,,,,,941.43
253,CYH:USA 3M 1Y 3YCYH:USA3M1Y3Y Customize...,Community Health Systems Inc,4.23,HEALTHCARE,PATIENTCARE,4.23,569.72,40.76,-73.81,-26.69,-2.69,-20.63,0.0,3.06,0.78,,3.85,2.76,,,0.04
